"comppct_l","comppct_r","comppct_h","compname","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","drainagecl","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","mukey","cokey"
,1,,"Altavista","Series","Yes",,,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, mixed, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177629"
,2,,"Buncombe","Series","Yes",,,0.00,3.00,5.00,,,,,5,,"2",,,,,"No","Excessively drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A","Moderate","Low","Mixed, thermic Typic Udipsamments","Entisols","Psamments","Udipsamments","Typic Udipsamments","not used","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177630"
,4,,"Wickham","Series","Yes",,,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177631"
,2,,"Holston","Series","Yes",,,6.00,8.00,10.00,,,,,5,,,,,,,"No","Well drained",274.00,412.00,549.00,,,,,,,,14.00,15.00,16.00,1143,1270,1397,,,,190,198,205,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177632"
,7,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177633"
,5,,"Sylacauga","Series","Yes",,,0.00,1.00,2.00,,,,,4,,"6",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine-silty, mixed, semiactive, thermic Aeric Endoaquults","Ultisols","Aquults","Endoaquults","Aeric Endoaquults","fine-silty","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177634"
,2,,"Altavista","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, mixed, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657960","14177635"
,8,,"Madison","Series","Yes",,,6.00,11.00,15.00,,,,,4,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657961","14177636"
,54,,"Hiwassee","Series","Yes",,,2.00,9.00,15.00,,,,,5,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Very-fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","very-fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657961","14177637"
,16,,"Gwinnett","Series","Yes",,,2.00,9.00,15.00,,,,,3,,"5",,,,,"No","Well drained",213.00,290.00,366.00,,,,,,,,15.00,16.00,17.00,1143,1245,1346,,,,195,205,215,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657961","14177638"
,7,,"State","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657961","14177639"
,7,,"Sylacauga","Series","Yes",,,0.00,1.00,2.00,,,,,4,,"6",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine-silty, mixed, semiactive, thermic Aeric Endoaquults","Ultisols","Aquults","Endoaquults","Aeric Endoaquults","fine-silty","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657961","14177640"
,8,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657961","14177641"
,3,,"Wilkes","Series","Yes",,,10.00,13.00,15.00,,,,,1,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Loamy, mixed, active, thermic, shallow Typic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177642"
,3,,"Gwinnett","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",213.00,290.00,366.00,,,,,,,,15.00,16.00,17.00,1143,1245,1346,,,,195,205,215,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177643"
,10,,"Madison","Series","Yes","ERODED",,15.00,20.00,25.00,,,,,3,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177644"
,2,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177645"
,2,,"Wehadkee","Series","Yes","UNDRAINED",,0.00,1.00,2.00,,,,,5,,"3",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"6","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine-loamy, mixed, active, nonacid, thermic Fluvaquentic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluvaquentic Endoaquepts","fine-loamy","not used","active","nonacid","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177646"
,5,,"Louisburg","Series","Yes",,,15.00,20.00,25.00,,,,,3,"0","8",,,,,"No","Well drained",152.00,198.00,244.00,,,,,,,,16.00,17.00,18.00,1143,1232,1321,,,,210,225,240,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177647"
,4,,"Wilkes","Series","Yes",,,6.00,8.00,10.00,,,,,1,,"5",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Loamy, mixed, active, thermic, shallow Typic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177648"
,15,,"Madison","Series","Yes","ERODED",,10.00,13.00,15.00,,,,,3,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177649"
,5,,"Louisburg","Series","Yes",,,6.00,8.00,10.00,,,,,3,"0","8",,,,,"No","Well drained",152.00,198.00,244.00,,,,,,,,16.00,17.00,18.00,1143,1232,1321,,,,210,225,240,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177650"
,3,,"Cecil","Series","Yes","ERODED",,6.00,8.00,10.00,,,,,3,,"5",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,175,188,200,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177651"
,10,,"Madison","Series","Yes","ERODED",,2.00,4.00,6.00,,,,,3,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177652"
,4,,"Cecil","Series","Yes",,,2.00,4.00,6.00,,,,,4,,"3",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,175,188,200,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177653"
,2,,"Gwinnett","Series","Yes",,,10.00,13.00,15.00,,,,,3,,"3",,,,,"No","Well drained",213.00,290.00,366.00,,,,,,,,15.00,16.00,17.00,1143,1245,1346,,,,195,205,215,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177654"
,1,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177655"
,6,,"Louisburg","Series","Yes",,,10.00,13.00,15.00,,,,,3,"0","8",,,,,"No","Well drained",152.00,198.00,244.00,,,,,,,,16.00,17.00,18.00,1143,1232,1321,,,,210,225,240,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177656"
,3,,"Cecil","Series","Yes","ERODED",,10.00,13.00,15.00,,,,,3,,"5",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,175,188,200,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177657"
,8,,"Tallapoosa","Series","Yes",,,6.00,11.00,15.00,,,,,1,"0","8",,,,,"No","Well drained",244.00,397.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,205,220,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Low","Loamy, mixed, semiactive, thermic, shallow Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177658"
,4,,"Musella","Series","Yes",,,10.00,13.00,15.00,,,,,1,,"5",,,,,"No","Well drained",183.00,275.00,366.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,190,210,230,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Loamy, mixed, subactive, thermic, shallow Typic Rhodudults","Ultisols","Udults","Rhodudults","Typic Rhodudults","loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177659"
,6,,"Tallapoosa","Series","Yes",,,15.00,30.00,45.00,,,,,1,"0","8",,,,,"No","Well drained",244.00,397.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,205,220,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Low","Loamy, mixed, semiactive, thermic, shallow Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177660"
,4,,"Musella","Series","Yes",,,6.00,8.00,10.00,,,,,1,,"5",,,,,"No","Well drained",183.00,275.00,366.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,190,210,230,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Loamy, mixed, subactive, thermic, shallow Typic Rhodudults","Ultisols","Udults","Rhodudults","Typic Rhodudults","loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657962","14177661"
,12,,"Allen","Series","Yes",,,2.00,9.00,15.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177662"
,10,,"Sylacauga","Series","Yes",,,0.00,1.00,2.00,,,,,4,,"6",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine-silty, mixed, semiactive, thermic Aeric Endoaquults","Ultisols","Aquults","Endoaquults","Aeric Endoaquults","fine-silty","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177663"
,10,,"Riverview","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,16.00,18.00,20.00,1270,1397,1524,,,,200,215,230,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy","not used","active","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177664"
,30,,"Holston","Series","Yes",,,2.00,9.00,15.00,,,,,5,,,,,,,"No","Well drained",274.00,412.00,549.00,,,,,,,,14.00,15.00,16.00,1143,1270,1397,,,,190,198,205,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177665"
,10,,"State","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177666"
,8,,"Tatum","Series","Yes",,,6.00,8.00,10.00,,,,,4,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177667"
,10,,"Tallapoosa","Series","Yes",,,15.00,20.00,25.00,,,,,1,"0","8",,,,,"No","Well drained",244.00,397.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,205,220,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Low","Loamy, mixed, semiactive, thermic, shallow Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177668"
,10,,"Fruithurst","Series","Yes",,,6.00,11.00,15.00,,,,,2,,"3",,,,,"No","Well drained",244.00,397.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,205,220,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Low","Fine-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657963","14177669"
,100,,"Water","Miscellaneous area","No",,,,,,,,,,,,,,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A","N/A",,,,,"657964","14177670"
,4,,"Cartecay","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Somewhat poorly drained",137.00,236.00,335.00,,,,,,,,16.00,17.00,18.00,1219,1334,1448,,,,215,228,240,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Low","Coarse-loamy, mixed, semiactive, nonacid, thermic Aquic Udifluvents","Entisols","Fluvents","Udifluvents","Aquic Udifluvents","coarse-loamy","not used","semiactive","nonacid","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177671"
,10,,"Madison","Series","Yes","ERODED",,6.00,8.00,10.00,,,,,3,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177672"
,8,,"Cecil","Series","Yes","ERODED",,10.00,13.00,15.00,,,,,3,,"5",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,175,188,200,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177673"
,4,,"Buncombe","Series","Yes",,,0.00,3.00,5.00,,,,,5,,"2",,,,,"No","Excessively drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A","Moderate","Low","Mixed, thermic Typic Udipsamments","Entisols","Psamments","Udipsamments","Typic Udipsamments","not used","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177674"
,6,,"Gwinnett","Series","Yes","SEV ER",,10.00,13.00,15.00,,,,,3,,"5",,,,,"No","Well drained",213.00,290.00,366.00,,,,,,,,15.00,16.00,17.00,1143,1245,1346,,,,195,205,215,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177675"
,2,,"Louisburg","Series","Yes",,,6.00,8.00,10.00,,,,,3,"0","8",,,,,"No","Well drained",152.00,198.00,244.00,,,,,,,,16.00,17.00,18.00,1143,1232,1321,,,,210,225,240,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177676"
,1,,"Pacolet","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"4",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,19.00,940,1232,1524,,,,190,215,240,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177677"
,10,,"Appling","Series","Yes",,,2.00,4.00,6.00,,,,,4,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177678"
,6,,"Gwinnett","Series","Yes","SEV ER",,6.00,8.00,10.00,,,,,3,,"5",,,,,"No","Well drained",213.00,290.00,366.00,,,,,,,,15.00,16.00,17.00,1143,1245,1346,,,,195,205,215,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","High","Fine, kaolinitic, thermic Rhodic Kanhapludults","Ultisols","Udults","Kanhapludults","Rhodic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177679"
,8,,"Cecil","Series","Yes",,,2.00,4.00,6.00,,,,,4,,"3",,,,,"No","Well drained",61.00,244.00,427.00,,,,,,,,15.00,17.00,18.00,1143,1270,1397,,,,175,188,200,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657965","14177680"
